 "time" "normal population" "cancer population" "cancer proportion"patch_inflammation:0.4
 539 27424 3809 0.1219543431626805
 540 27391 3823 0.12247709361184084
 541 27379 3835 0.12286153649003652
 542 27348 3843 0.12320861787053958
 543 27316 3861 0.12384129326105783
 544 27284 3872 0.12427782770573886
 545 27257 3889 0.12486354588069094
 546 27230 3901 0.12530917734733868
 547 27214 3914 0.12573888460549987
 548 27185 3930 0.12630564036638278
 549 27172 3946 0.12680763545214987
 550 27138 3964 0.1274516108288856
 551 27115 3979 0.12796681031710297
 552 27096 3997 0.12854983436786416
 553 27081 4017 0.12917229403820182
 554 27046 4041 0.12999002798597484
 555 27015 4061 0.1306796241472519
 556 26990 4080 0.13131638236240747
 557 26972 4106 0.13211918398867367
 558 26935 4115 0.1325281803542673
 559 26913 4134 0.1331529616388057
 560 26886 4158 0.13393892539621183
 561 26854 4170 0.134412068076328
 562 26825 4190 0.1350959213283895
 563 26802 4215 0.13589321984718059
 564 26771 4232 0.13650291907234785
 565 26739 4252 0.13720112290665032
 566 26699 4272 0.13793548803719607
 567 26685 4288 0.1384431601717625
 568 26649 4304 0.13904952670177365
 569 26638 4324 0.1396550610425683
 570 26605 4348 0.14047103673311148
 571 26582 4366 0.14107535220369652
 572 26566 4384 0.14164781906300486
 573 26549 4406 0.14233564852204814
 574 26514 4419 0.14285714285714285
 575 26498 4433 0.14331900035563028
 576 26462 4447 0.14387395257044874
 577 26453 4469 0.14452493370415886
 578 26427 4490 0.145227544716499
 579 26398 4506 0.14580636810768832
 580 26367 4528 0.1465609321896747
 581 26343 4546 0.14717213247434363
 582 26326 4565 0.1477776698714836
 583 26314 4578 0.14819370710863655
 584 26290 4597 0.14883284229611163
 585 26266 4620 0.14958233503852877
 586 26246 4640 0.15022987761445314
 587 26231 4658 0.15079801871216292
 588 26202 4676 0.15143467841181424
 589 26182 4693 0.152
 590 26149 4703 0.1524374432775833
 591 26126 4724 0.15312803889789303
 592 26097 4740 0.1537114505302072
 593 26063 4756 0.15432038677439242
 594 26037 4776 0.1549995131924837
 595 26009 4793 0.15560677878059867
 596 25987 4808 0.156129241760026
 597 25975 4830 0.15679272845317319
 598 25950 4846 0.15735809845434473
 599 25928 4873 0.15820914905360214
 600 25902 4895 0.15894405299217457
 601 25870 4920 0.15979214030529393
 602 25844 4937 0.16039115038497775
 603 25815 4959 0.16114252290894912
 604 25777 4981 0.1619416086871708
 605 25749 4997 0.16252520653093086
 606 25714 5012 0.16311918245134413
 607 25697 5033 0.16378132118451025
 608 25671 5053 0.16446426246582477
 609 25650 5069 0.16501188189719718
 610 25634 5091 0.16569568755085434
 611 25615 5109 0.16628694180445255
 612 25590 5132 0.16704641624894212
 613 25560 5151 0.16772491940998338
 614 25534 5169 0.168354883887568
 615 25512 5190 0.16904436193081884
 616 25490 5206 0.16959864477456346
 617 25474 5219 0.17003877105528947
 618 25456 5250 0.17097635641242753
 619 25438 5268 0.17156256106298443
 620 25413 5293 0.1723767341887579
 621 25392 5315 0.17308756960953528
 622 25368 5335 0.17376152167540632
 623 25349 5360 0.17454166530984402
 624 25331 5382 0.17523524240549604
 625 25312 5397 0.1757465238203784
 626 25294 5422 0.17652038025784608
 627 25267 5445 0.1772922636103152
 628 25247 5459 0.1777828437438937
 629 25220 5475 0.17836781234728782
 630 25195 5501 0.1792090174615585
 631 25184 5518 0.17972770503550256
 632 25156 5537 0.18039943961163785
 633 25132 5560 0.18115469829271472
 634 25114 5594 0.1821675133515696
 635 25083 5614 0.18288432094341467
 636 25046 5642 0.18385036496350365
 637 25021 5660 0.18447899351390112
 638 24998 5690 0.18541449426485923
 639 24979 5715 0.18619274125236202
 640 24956 5735 0.18686259815581116
 641 24926 5756 0.1876018512482889
 642 24908 5779 0.18832078730407012
 643 24892 5806 0.189132842530458
 644 24877 5829 0.18983260600534096
 645 24855 5857 0.19070721542068247
 646 24837 5873 0.19124063822859003
 647 24830 5896 0.1918896048948773
 648 24803 5918 0.1926369584323427
 649 24785 5937 0.19324913742594882
 650 24765 5962 0.19403130797018908
 651 24742 5981 0.19467499918627737
 652 24720 6005 0.1954434499593165
 653 24699 6026 0.19612693246541904
 654 24675 6044 0.19675119632800547
 655 24649 6077 0.19778038143591747
 656 24629 6097 0.19843129597083903
 657 24613 6123 0.19921264966163457
 658 24587 6148 0.20003253619651862
