 "time" "normal population" "cancer population" "average motility" "average consumption rate" "average cancer motility" "average cancer consumption rate"patch_inflammation:0.5
 385 38617 0 -0.002566568631784407 1.0333363356537582 0 0
 386 38598 0 -0.0026207230587698698 1.0335021802316724 0 0
 387 38573 0 -0.0026528158683936792 1.0336899176223013 0 0
 388 38550 0 -0.0026787161809737193 1.0338523898554557 0 0
 389 38533 0 -0.0026982101578826244 1.0340291526182903 0 0
 390 38515 0 -0.0027482052877907293 1.0341964901777663 0 0
 391 38498 0 -0.002782724063993196 1.0342898719397111 0 0
 392 38471 0 -0.00283324697890646 1.0344362473087103 0 0
 393 38459 0 -0.0028445706179459672 1.034532179836841 0 0
 394 38442 0 -0.0028335553383203806 1.0347208043627731 0 0
 395 38423 0 -0.00285609796558857 1.03484325204639 0 0
 396 38391 0 -0.002906187468479329 1.0350436800532907 0 0
 397 38355 0 -0.0029563997070235783 1.0352036095558077 0 0
 398 38338 0 -0.0029720007366550055 1.0353179619209616 0 0
 399 38310 0 -0.0030246976427517995 1.035481398638111 0 0
 400 38271 0 -0.0030020647113422564 1.035714842682149 0 0
 401 38241 0 -0.003031697195937486 1.0358664595606113 0 0
 402 38229 0 -0.003041444813441134 1.036008359217333 0 0
 403 38211 0 -0.0030798794913292193 1.036221914003405 0 0
 404 38178 0 -0.0030532423298289383 1.0363931755536764 0 0
 405 38167 0 -0.0030892007292428413 1.0365197653648393 0 0
 406 38146 0 -0.0031229803092415903 1.0366916762701714 0 0
 407 38118 0 -0.003129306706607562 1.0368660894646147 0 0
 408 38089 0 -0.0032004563483042908 1.0370321630869765 0 0
 409 38069 0 -0.0032072606247641453 1.0371857492086674 0 0
 410 38048 0 -0.0032419984468141424 1.0373537475227828 0 0
 411 38022 0 -0.003289968694408063 1.0375688883812275 0 0
 412 37993 0 -0.003324914349698969 1.0377345955067945 0 0
 413 37979 0 -0.0033086145359520814 1.03788431347636 0 0
 414 37956 0 -0.003332170201949875 1.038089113655526 0 0
 415 37928 0 -0.0033631595717527355 1.0382257881164856 0 0
 416 37923 0 -0.0033808808186513726 1.0383713233560654 0 0
 417 37898 0 -0.003418619491661775 1.0385756207528682 0 0
 418 37877 0 -0.0034321457749611735 1.0387724958173226 0 0
 419 37864 0 -0.003462997957011538 1.038939834858856 0 0
 420 37837 0 -0.0035160711457923304 1.0391117592845085 0 0
 421 37811 0 -0.003515743109467741 1.0392997971456512 0 0
 422 37789 0 -0.0035446274230224216 1.0394381998475775 0 0
 423 37767 0 -0.003525137446287587 1.0395629707680856 0 0
 424 37739 0 -0.003535806827495637 1.0397369420829596 0 0
