 "time" "normal population" "cancer population" "average motility" "average consumption rate" "average cancer motility" "average cancer consumption rate"patch_inflammation:0
 3252 10377 4 -0.09716197687852612 1.1655275897686055 -0.19765047560542176 2.01549141952123
 3253 10380 4 -0.09721177403236644 1.1656083504283516 -0.19765047560542176 2.0154914195212297
 3254 10375 4 -0.09725965912940143 1.165789430138333 -0.19765047560542176 2.0154914195212297
 3255 10378 4 -0.09726251340103031 1.1658506462639868 -0.19765047560542176 2.01549141952123
 3256 10379 4 -0.09727682873755415 1.1657956295964804 -0.19765047560542176 2.01549141952123
 3257 10369 4 -0.0972674536855619 1.1658130213937201 -0.19765047560542176 2.0154914195212297
 3258 10370 4 -0.09724417605782401 1.1658218492705084 -0.19765047560542176 2.0154914195212297
 3259 10366 4 -0.09727270469867608 1.1659998127155007 -0.19765047560542176 2.01549141952123
 3260 10370 4 -0.09724296630172928 1.1660094561461543 -0.19765047560542176 2.01549141952123
 3261 10368 4 -0.09749425881137094 1.1661593218739317 -0.19765047560542176 2.01549141952123
 3262 10369 4 -0.09749835763322467 1.1662651858081907 -0.19765047560542176 2.0154914195212297
 3263 10369 4 -0.09756219685270816 1.1663170812821544 -0.19765047560542176 2.0154914195212297
 3264 10369 4 -0.09760326529697336 1.1664067578840822 -0.19765047560542176 2.01549141952123
 3265 10372 4 -0.09760725123790641 1.1664539493915422 -0.19765047560542176 2.0154914195212297
 3266 10371 4 -0.09760095048332086 1.1665440068100996 -0.19765047560542176 2.0154914195212297
 3267 10372 4 -0.09758809481276827 1.166519491204136 -0.19765047560542176 2.0154914195212297
 3268 10370 4 -0.09769921166902405 1.166632590193872 -0.19765047560542176 2.01549141952123
 3269 10373 4 -0.09782139941291682 1.1668291182603039 -0.19765047560542176 2.01549141952123
 3270 10373 4 -0.09798552065998882 1.1669846358067566 -0.19765047560542176 2.0154914195212297
 3271 10371 4 -0.09805661421204413 1.1669486104798283 -0.19765047560542176 2.01549141952123
 3272 10379 4 -0.09809597498657828 1.166966478148742 -0.19765047560542176 2.01549141952123
 3273 10377 4 -0.09823055807985273 1.1671442202913567 -0.19765047560542176 2.01549141952123
 3274 10372 4 -0.09822260759005857 1.167254420246177 -0.19765047560542176 2.01549141952123
 3275 10373 4 -0.09820982614198147 1.1674866886798305 -0.19765047560542176 2.01549141952123
 3276 10384 4 -0.0982531884174581 1.1674910685049742 -0.19765047560542176 2.01549141952123
 3277 10383 4 -0.09835712259076401 1.1676874712027283 -0.19765047560542176 2.0154914195212297
 3278 10386 4 -0.0983181180321871 1.1677372564717257 -0.19765047560542176 2.01549141952123
 3279 10382 4 -0.098324931556229 1.1678297265511863 -0.19765047560542176 2.01549141952123
 3280 10390 4 -0.09835222202338788 1.167927875780314 -0.19765047560542176 2.0154914195212297
 3281 10397 4 -0.09842103523617833 1.1679912651185553 -0.19765047560542176 2.01549141952123
 3282 10407 4 -0.09859206316845949 1.1682446258013885 -0.19765047560542176 2.01549141952123
 3283 10405 4 -0.09864708656964517 1.1683083318508891 -0.19765047560542176 2.01549141952123
 3284 10404 4 -0.09864622155683625 1.168390362188168 -0.19765047560542176 2.01549141952123
 3285 10410 4 -0.09865200262942689 1.1686119170506677 -0.19765047560542176 2.01549141952123
 3286 10410 4 -0.09855555550620992 1.1688040622366676 -0.19765047560542176 2.0154914195212297
 3287 10410 4 -0.09860749272017119 1.1688401452522905 -0.19765047560542176 2.01549141952123
 3288 10406 4 -0.09860521611224674 1.1689511041430103 -0.19765047560542176 2.01549141952123
 3289 10410 4 -0.09868911493746954 1.1690830529810725 -0.19765047560542176 2.01549141952123
 3290 10415 4 -0.09862583463454089 1.1691709891986846 -0.19765047560542176 2.01549141952123
 3291 10412 4 -0.09866815165938936 1.1693505625957696 -0.19765047560542176 2.01549141952123
 3292 10409 4 -0.09865760249330706 1.169334983638886 -0.19765047560542176 2.01549141952123
 3293 10416 4 -0.09877115955096395 1.1694159974505345 -0.19765047560542176 2.0154914195212297
 3294 10418 4 -0.09875382727795969 1.169432632378542 -0.19765047560542176 2.0154914195212297
 3295 10417 4 -0.09874667715668617 1.1694426227680381 -0.19765047560542176 2.0154914195212297
 3296 10420 5 -0.09874822765075146 1.169655331277028 -0.10937422925327686 2.019023458627846
 3297 10423 5 -0.09879924316545277 1.169635166131531 -0.10937422925327689 2.019023458627846
 3298 10428 5 -0.0988031615796972 1.1696821384628604 -0.10937422925327689 2.0190234586278466
 3299 10427 5 -0.09887530387587053 1.1697168987962052 -0.10937422925327689 2.0190234586278466
 3300 10432 5 -0.09894042057168109 1.1698331985808748 -0.10937422925327689 2.0190234586278466
 3301 10431 5 -0.09903233887600155 1.170165778465734 -0.10937422925327686 2.019023458627846
 3302 10419 5 -0.0990286673391414 1.1702095316611498 -0.10937422925327686 2.0190234586278466
 3303 10417 5 -0.09911447865829726 1.1701834827720075 -0.10937422925327689 2.019023458627846
 3304 10417 5 -0.09925931171009847 1.1702234620832963 -0.10937422925327689 2.019023458627846
 3305 10423 5 -0.09935897541603705 1.1703738790013307 -0.10937422925327689 2.019023458627846
 3306 10428 5 -0.09937840173818582 1.1704676362594566 -0.10937422925327686 2.019023458627846
 3307 10434 5 -0.09932669759579148 1.1703948260093575 -0.10937422925327689 2.0190234586278466
 3308 10438 5 -0.0993134060745161 1.1705062802752257 -0.10937422925327689 2.019023458627846
 3309 10434 5 -0.09943796400737719 1.1705769780045432 -0.10937422925327689 2.0190234586278466
 3310 10432 5 -0.09941948756902143 1.170648563030402 -0.10937422925327689 2.0190234586278466
 3311 10434 5 -0.09942055529173108 1.1708914998494253 -0.10937422925327689 2.0190234586278466
 3312 10434 5 -0.09945761642053898 1.1708707109140564 -0.10937422925327689 2.019023458627846
 3313 10437 5 -0.09941116477591637 1.1710598197881992 -0.10937422925327689 2.0190234586278466
 3314 10430 5 -0.0994440761251759 1.1711890616162526 -0.10937422925327689 2.019023458627846
 3315 10434 5 -0.09943704074729276 1.1712585735295677 -0.10937422925327689 2.019023458627846
 3316 10438 5 -0.09952279706103426 1.171327391437313 -0.10937422925327689 2.0190234586278466
 3317 10441 5 -0.09956615999771946 1.171436774891559 -0.10937422925327686 2.0190234586278466
 3318 10439 5 -0.09956080621453096 1.1713931738707188 -0.10937422925327689 2.0190234586278466
 3319 10440 5 -0.09955807806557578 1.1714414714209036 -0.10937422925327689 2.0190234586278466
 3320 10441 5 -0.09961757251533657 1.171573568281691 -0.10937422925327689 2.019023458627846
 3321 10440 5 -0.09964594753614298 1.1716829065550616 -0.10937422925327689 2.019023458627846
 3322 10438 5 -0.09964723820852453 1.1717019812282083 -0.10937422925327689 2.019023458627846
 3323 10441 5 -0.0996558097270813 1.1716459427917496 -0.10937422925327689 2.0190234586278466
 3324 10444 5 -0.09968066990384847 1.1718219406301236 -0.10937422925327689 2.019023458627846
 3325 10442 5 -0.09971557138768629 1.1718890902303412 -0.10937422925327686 2.0190234586278466
 3326 10441 5 -0.09971838743308624 1.1720024112684972 -0.10937422925327686 2.0190234586278466
 3327 10439 5 -0.099754740013216 1.1720884375582956 -0.10937422925327689 2.0190234586278466
 3328 10435 5 -0.09970090818312713 1.1721518032813558 -0.10937422925327689 2.019023458627846
 3329 10439 5 -0.0997752536937418 1.172143532036309 -0.10937422925327689 2.019023458627846
 3330 10439 5 -0.09981347278525776 1.1722124756944892 -0.10937422925327689 2.019023458627846
 3331 10439 5 -0.09984474209303851 1.1723324224473768 -0.10937422925327689 2.0190234586278466
 3332 10435 4 -0.0999146783219538 1.1723761862740856 -0.06136568569839653 2.030090650036081
 3333 10440 4 -0.09993940609006942 1.1724251253307452 -0.06136568569839653 2.030090650036081
 3334 10438 4 -0.10004037484876172 1.172560379615651 -0.06136568569839653 2.030090650036081
 3335 10434 4 -0.10004285314345655 1.1727026688397373 -0.061365685698396524 2.030090650036081
 3336 10432 4 -0.10009206448374966 1.1727889963366191 -0.06136568569839653 2.030090650036081
 3337 10437 4 -0.10004657500290517 1.1727790129699227 -0.06136568569839653 2.0300906500360805
 3338 10433 5 -0.10017990930602556 1.172939976610961 -0.12962654900029316 2.0674415538223965
 3339 10430 5 -0.10019625109377729 1.1731370192752364 -0.12962654900029316 2.067441553822397
 3340 10426 5 -0.10028337011317959 1.1731693442054447 -0.12962654900029316 2.067441553822397
 3341 10422 5 -0.10035633911532213 1.1734928686821877 -0.12962654900029316 2.0674415538223965
 3342 10418 5 -0.10032443691801908 1.173550187600914 -0.12962654900029316 2.067441553822397
 3343 10419 5 -0.10024208787542971 1.1736294720839726 -0.12962654900029316 2.067441553822397
 3344 10419 5 -0.10029802597796512 1.1736359747685765 -0.12962654900029316 2.067441553822397
 3345 10411 5 -0.10033349953633137 1.173714389382728 -0.12962654900029316 2.067441553822397
 3346 10411 5 -0.10032923883182053 1.1737521629364962 -0.12962654900029316 2.0674415538223965
 3347 10417 5 -0.10024372467710559 1.1737130391059125 -0.1296265490002932 2.0674415538223965
 3348 10415 5 -0.1002610333617863 1.1737972354353146 -0.12962654900029316 2.0674415538223965
 3349 10416 5 -0.10029096236563541 1.1739620043580719 -0.12962654900029316 2.067441553822397
 3350 10418 5 -0.10020972804619001 1.1739200483645114 -0.12962654900029316 2.0674415538223965
 3351 10422 5 -0.10023588709832695 1.1740576744216444 -0.12962654900029316 2.0674415538223965
 3352 10413 5 -0.10030058089755385 1.174018552749058 -0.1296265490002932 2.0674415538223965
 3353 10408 5 -0.10031812394784093 1.1742309755187768 -0.12962654900029316 2.0674415538223965
 3354 10408 5 -0.10027076969272013 1.1742986019636465 -0.12962654900029316 2.0674415538223965
 3355 10410 5 -0.10031669134649754 1.1743604461519552 -0.12962654900029316 2.0674415538223965
 3356 10409 5 -0.10049101239219649 1.1744205610848364 -0.12962654900029316 2.0674415538223965
 3357 10405 5 -0.1003608363375143 1.174436289919828 -0.12962654900029316 2.0674415538223965
 3358 10407 5 -0.10031163315123738 1.1744393960035275 -0.12962654900029316 2.0674415538223965
 3359 10413 5 -0.10039022561251766 1.1745581686398527 -0.12962654900029316 2.0674415538223965
 3360 10403 5 -0.1004768758247947 1.174645111966018 -0.12962654900029316 2.067441553822397
 3361 10403 5 -0.10038120664534453 1.1745942881059974 -0.1296265490002932 2.0674415538223965
 3362 10399 5 -0.10041525569974885 1.1746654005996053 -0.12962654900029316 2.0674415538223965
 3363 10396 5 -0.10048217629361544 1.1746514042251937 -0.12962654900029316 2.0674415538223965
 3364 10393 5 -0.10045397478608224 1.1747298574761924 -0.12962654900029316 2.067441553822397
 3365 10391 5 -0.10038226971822839 1.1747986923379252 -0.12962654900029316 2.0674415538223965
 3366 10395 5 -0.10039507064784799 1.1747948658094112 -0.12962654900029316 2.0674415538223965
 3367 10393 5 -0.10037466254387079 1.1747472135948507 -0.12962654900029316 2.0674415538223965
 3368 10395 5 -0.10037891071747601 1.174830774019093 -0.12962654900029316 2.0674415538223965
 3369 10398 5 -0.10046299940917439 1.1748755373233708 -0.12962654900029316 2.0674415538223965
 3370 10400 5 -0.10051672348952084 1.1748239276444343 -0.12962654900029316 2.0674415538223965
 3371 10402 5 -0.10051421377108394 1.1748937612892174 -0.12962654900029316 2.0674415538223965
 3372 10403 5 -0.10053178890480068 1.1749778571134284 -0.12962654900029316 2.0674415538223965
 3373 10403 5 -0.10050361066482248 1.1750931993008413 -0.12962654900029316 2.067441553822397
 3374 10403 5 -0.10049818809038334 1.175116103721316 -0.1296265490002932 2.067441553822397
 3375 10402 5 -0.10059852084652546 1.1751367026885777 -0.12962654900029316 2.0674415538223965
 3376 10406 5 -0.10063000987601879 1.1751183579842084 -0.12962654900029316 2.0674415538223965
 3377 10405 5 -0.10069499445987325 1.1751636501504203 -0.1296265490002932 2.0674415538223965
 3378 10410 5 -0.10064022531853051 1.1751892879100212 -0.12962654900029316 2.0674415538223965
 3379 10405 5 -0.1006757271301894 1.1753216287126533 -0.12962654900029316 2.067441553822397
 3380 10403 5 -0.10066180290801262 1.1753588021292842 -0.1296265490002932 2.0674415538223965
 3381 10402 5 -0.10071319698824138 1.1755031326385628 -0.12962654900029316 2.0674415538223965
 3382 10400 5 -0.1007866268107258 1.17561783844334 -0.12962654900029316 2.0674415538223965
 3383 10398 5 -0.10087426028303187 1.1757498831077642 -0.12962654900029316 2.067441553822397
 3384 10399 5 -0.10081200303484072 1.1757531103835277 -0.12962654900029316 2.067441553822397
 3385 10400 5 -0.1007471016487322 1.175912805509485 -0.12962654900029316 2.067441553822397
 3386 10397 6 -0.10069683708664542 1.1761194037674034 -0.058637212117046776 2.0926562281458776
 3387 10394 6 -0.10073226055586851 1.1761239584081116 -0.058637212117046776 2.0926562281458776
 3388 10396 6 -0.10076775579578938 1.1761796710565944 -0.05863721211704678 2.0926562281458776
 3389 10390 6 -0.10078192248288237 1.1762946238043785 -0.058637212117046776 2.0926562281458776
 3390 10387 6 -0.10083472608665826 1.1763634152076454 -0.058637212117046776 2.092656228145878
 3391 10379 7 -0.1009281702543453 1.1764557362376185 -0.09120627869297775 2.060966735885207
 3392 10382 7 -0.10099453209157766 1.1765397001365212 -0.09120627869297773 2.060966735885207
 3393 10394 7 -0.1008219972541211 1.1766416006633624 -0.09120627869297773 2.060966735885207
 3394 10394 7 -0.10088040677248895 1.1769455230173098 -0.09120627869297773 2.060966735885207
 3395 10399 7 -0.10082649168777477 1.1770640631071172 -0.09120627869297773 2.060966735885207
 3396 10397 7 -0.1008771484795622 1.177136343040777 -0.09120627869297773 2.060966735885207
 3397 10399 7 -0.10089699394089814 1.1772562558057984 -0.09120627869297773 2.060966735885207
 3398 10403 7 -0.10092896550298569 1.1772925102940761 -0.09120627869297773 2.060966735885207
 3399 10403 7 -0.1011198896207012 1.1773046049848834 -0.09120627869297773 2.060966735885207
 3400 10407 7 -0.10121446932111398 1.1773597265379938 -0.09120627869297773 2.060966735885207
 3401 10402 7 -0.10128152518940944 1.1774465892563069 -0.09120627869297773 2.060966735885207
 3402 10405 7 -0.10135679003935646 1.1776839225611 -0.09120627869297773 2.060966735885207
 3403 10408 7 -0.10134178525373405 1.1778675338748001 -0.09120627869297773 2.060966735885207
 3404 10408 7 -0.1013618394064587 1.1780318839794395 -0.09120627869297773 2.060966735885207
 3405 10405 7 -0.10136329490827786 1.178210120031485 -0.09120627869297773 2.0609667358852066
 3406 10395 7 -0.10135148827267151 1.1783500065621462 -0.09120627869297775 2.060966735885207
 3407 10390 7 -0.10133017498048967 1.1784617560444675 -0.09120627869297775 2.060966735885207
 3408 10394 7 -0.10131399067909098 1.1785353076402365 -0.09120627869297775 2.060966735885207
 3409 10394 7 -0.1013188138432393 1.1786303252104093 -0.09120627869297773 2.060966735885207
 3410 10393 7 -0.10130998001701792 1.1787174497118156 -0.09120627869297773 2.0609667358852066
 3411 10397 7 -0.10131987553600909 1.17877900053787 -0.09120627869297773 2.0609667358852066
 3412 10397 7 -0.10133889885265379 1.1787990128689512 -0.09120627869297773 2.060966735885207
 3413 10399 7 -0.10133385359963477 1.1787388723233352 -0.09120627869297773 2.060966735885207
 3414 10400 7 -0.10144729424035316 1.1788086152824437 -0.09120627869297773 2.060966735885207
 3415 10397 7 -0.10149543503911806 1.17894747522615 -0.09120627869297773 2.060966735885207
 3416 10392 7 -0.10158276238070016 1.178997375502561 -0.09120627869297775 2.060966735885207
 3417 10391 7 -0.1016639305533197 1.179200596582767 -0.09120627869297775 2.060966735885207
 3418 10383 7 -0.10167279544600437 1.1793658982933204 -0.09120627869297773 2.060966735885207
 3419 10386 7 -0.10170822344985185 1.1794771550534757 -0.09120627869297773 2.0609667358852066
 3420 10387 7 -0.10173953907036257 1.1795424954080458 -0.09120627869297773 2.060966735885207
 3421 10394 7 -0.10174195197464649 1.179532861152184 -0.09120627869297773 2.0609667358852066
 3422 10396 7 -0.10179241121296197 1.179533873760379 -0.09120627869297775 2.060966735885207
 3423 10396 7 -0.10182381013092766 1.179730287171325 -0.09120627869297773 2.060966735885207
 3424 10397 7 -0.10182200409762986 1.1797449554375186 -0.09120627869297773 2.060966735885207
 3425 10395 7 -0.10176217457635373 1.179879734636508 -0.09120627869297773 2.060966735885207
 3426 10397 8 -0.10181238562880866 1.1800152244874749 -0.10104358388561985 2.0570554612140226
 3427 10401 8 -0.10180124703652368 1.1800903530751221 -0.10104358388561985 2.057055461214023
 3428 10397 8 -0.10185878962997526 1.1802018612879461 -0.10104358388561985 2.057055461214023
 3429 10399 8 -0.10184446180408092 1.1802270820467895 -0.10104358388561986 2.057055461214023
 3430 10399 8 -0.10176025455463292 1.1801966481725332 -0.10104358388561983 2.0570554612140226
 3431 10399 8 -0.10180600607777882 1.1802294063823886 -0.10104358388561985 2.057055461214023
 3432 10391 8 -0.10189126075395938 1.180359402140117 -0.10104358388561986 2.057055461214023
 3433 10394 8 -0.10193523126107001 1.1804513835317056 -0.10104358388561986 2.057055461214023
 3434 10394 8 -0.10204336272994922 1.180633415528548 -0.10104358388561985 2.057055461214023
 3435 10398 8 -0.10207234670241498 1.180637214484219 -0.10104358388561985 2.057055461214023
 3436 10403 8 -0.10207129884734394 1.180607876921006 -0.10104358388561986 2.0570554612140226
 3437 10404 8 -0.10203234588922397 1.1806920929667664 -0.10104358388561983 2.0570554612140226
 3438 10404 8 -0.1019430471198338 1.1806954228627657 -0.10104358388561985 2.057055461214023
 3439 10405 8 -0.10199032583169426 1.1808027172809883 -0.10104358388561985 2.057055461214023
 3440 10408 8 -0.10208325780570039 1.1809165969318243 -0.10104358388561985 2.0570554612140226
 3441 10408 8 -0.1021516969732024 1.1809697198983062 -0.10104358388561985 2.057055461214023
 3442 10407 8 -0.10222301967640793 1.1811295643080373 -0.10104358388561983 2.057055461214023
 3443 10406 8 -0.10223564625384715 1.1812714289566144 -0.10104358388561985 2.0570554612140226
 3444 10405 8 -0.10222475082085658 1.1812444944375726 -0.10104358388561983 2.057055461214023
 3445 10408 8 -0.10223172851368828 1.1813278630065307 -0.10104358388561983 2.057055461214023
 3446 10410 8 -0.10224755881987202 1.1812833165505812 -0.10104358388561983 2.0570554612140226
 3447 10413 8 -0.10228838994269002 1.1814014230776388 -0.10104358388561983 2.057055461214023
 3448 10409 8 -0.10230190693647105 1.1815024766039157 -0.10104358388561985 2.0570554612140226
 3449 10409 8 -0.10233470679775762 1.1814683006068687 -0.10104358388561985 2.0570554612140226
 3450 10417 8 -0.10233845976438237 1.1816604166925813 -0.10104358388561983 2.057055461214023
 3451 10419 8 -0.10235454011260833 1.1816298975561448 -0.10104358388561985 2.057055461214023
 3452 10422 8 -0.10239168155632955 1.1817581439672686 -0.10104358388561985 2.0570554612140226
 3453 10421 8 -0.10258159945037698 1.1818427837073164 -0.10104358388561983 2.057055461214023
 3454 10418 8 -0.10260543322270077 1.1819153495527925 -0.10104358388561985 2.0570554612140226
 3455 10413 8 -0.10260833677856113 1.181999352777411 -0.10104358388561985 2.057055461214023
 3456 10413 8 -0.10245428003167827 1.1819880302724504 -0.10104358388561985 2.0570554612140226
 3457 10411 8 -0.10251099620790481 1.1820622691893832 -0.10104358388561986 2.057055461214023
 3458 10403 8 -0.1024810902148601 1.1821656002536578 -0.10104358388561986 2.057055461214023
 3459 10404 8 -0.10250010583325327 1.1821331899362695 -0.10104358388561985 2.0570554612140226
 3460 10402 8 -0.10256606057011372 1.1821534423918834 -0.10104358388561985 2.0570554612140226
 3461 10397 8 -0.10272773413295304 1.1822589532153742 -0.10104358388561989 2.057055461214023
 3462 10397 8 -0.10289017159683504 1.1823127443010737 -0.10104358388561983 2.057055461214023
 3463 10398 8 -0.10293736111417094 1.1823162449416957 -0.10104358388561985 2.0570554612140226
 3464 10400 8 -0.10303015412792434 1.1825507572717253 -0.10104358388561985 2.057055461214023
 3465 10400 8 -0.1030506290596429 1.1825699776637497 -0.10104358388561983 2.057055461214023
 3466 10406 8 -0.10308058307402426 1.1826186859044947 -0.10104358388561989 2.057055461214023
 3467 10406 8 -0.10312724808895177 1.1826441395528908 -0.10104358388561986 2.057055461214023
 3468 10399 8 -0.10311561857877379 1.1827399664846001 -0.10104358388561985 2.057055461214023
 3469 10392 8 -0.10326999081301992 1.1828264725057167 -0.10104358388561985 2.057055461214023
 3470 10387 8 -0.10328780522079106 1.1828638674244076 -0.10104358388561985 2.057055461214023
 3471 10394 8 -0.10337640279249712 1.1829141878590779 -0.10104358388561985 2.057055461214023
 3472 10395 8 -0.1033051712188465 1.1829058068768898 -0.10104358388561985 2.0570554612140226
 3473 10393 8 -0.10337324279033107 1.1830405003407274 -0.10104358388561983 2.057055461214023
 3474 10391 8 -0.10339141872034299 1.1830976379058527 -0.10104358388561985 2.057055461214023
 3475 10395 9 -0.1034658967257843 1.1832804121387674 -0.08054710327017309 2.057784113798072
 3476 10398 9 -0.10350512730479508 1.1834299762792413 -0.08054710327017307 2.057784113798072
 3477 10400 9 -0.10355148251125593 1.1835191734807335 -0.08054710327017306 2.0577841137980726
 3478 10404 9 -0.10361569281882588 1.1835387314748542 -0.08054710327017307 2.057784113798072
 3479 10401 9 -0.10368128273179504 1.1837165162749461 -0.08054710327017307 2.0577841137980726
 3480 10400 9 -0.10371920995185338 1.1839462971673396 -0.08054710327017307 2.0577841137980726
 3481 10401 9 -0.10367235222900267 1.1839813243598314 -0.08054710327017307 2.0577841137980726
 3482 10400 9 -0.10362870481279339 1.1842123766170511 -0.08054710327017309 2.0577841137980726
 3483 10399 9 -0.10363653269884357 1.1843924523066054 -0.08054710327017309 2.057784113798072
 3484 10394 9 -0.10363243698119515 1.1844154811504557 -0.08054710327017309 2.057784113798072
 3485 10390 9 -0.10366492820594496 1.184507915747706 -0.08054710327017309 2.057784113798072
 3486 10385 9 -0.10362116044801375 1.1846950747461962 -0.08054710327017306 2.057784113798072
 3487 10383 9 -0.10362237399856367 1.184760761029974 -0.08054710327017307 2.0577841137980726
 3488 10390 9 -0.1036018584797118 1.1849293659364242 -0.08054710327017307 2.0577841137980726
 3489 10389 9 -0.10370371378348986 1.1849944513879829 -0.08054710327017307 2.0577841137980726
 3490 10395 9 -0.10369778039901933 1.1852129078831055 -0.08054710327017307 2.0577841137980726
 3491 10397 9 -0.10371840707557217 1.1853270316331457 -0.08054710327017307 2.0577841137980726
 3492 10399 9 -0.10375152587570846 1.1852856183913163 -0.08054710327017307 2.057784113798072
 3493 10410 9 -0.1038080638436495 1.1853629531679093 -0.08054710327017309 2.057784113798072
 3494 10413 9 -0.10377624762905968 1.1853965553683727 -0.08054710327017307 2.057784113798072
 3495 10415 9 -0.10375499911461727 1.185382324125598 -0.08054710327017307 2.057784113798072
 3496 10418 9 -0.1039084753546383 1.1855592708169438 -0.08054710327017307 2.057784113798072
 3497 10421 9 -0.10383855100957295 1.185701088884677 -0.08054710327017307 2.0577841137980726
 3498 10416 9 -0.10388953301624193 1.1857297227466037 -0.08054710327017306 2.057784113798072
 3499 10408 9 -0.1039896110283744 1.1857449845588706 -0.08054710327017307 2.057784113798072
 3500 10410 10 -0.10391530422610985 1.1859449879867416 -0.0654590105480937 2.0566383866609956
 3501 10409 10 -0.10395922739080553 1.1858920520239917 -0.06545901054809371 2.0566383866609956
 3502 10411 10 -0.10395975650858881 1.1858322948924855 -0.06545901054809371 2.056638386660995
 3503 10409 11 -0.10398243019459259 1.186053208462117 -0.04871584552167581 2.0574763935070313
 3504 10406 11 -0.10399706256327347 1.1862191196054606 -0.04871584552167583 2.0574763935070317
 3505 10405 11 -0.10398905847359093 1.186287161783238 -0.04871584552167582 2.0574763935070317
 3506 10406 11 -0.10404893723134646 1.1863923601723647 -0.04871584552167582 2.057476393507032
 3507 10405 11 -0.10400515083167149 1.1865043159140487 -0.04871584552167581 2.0574763935070317
 3508 10409 11 -0.10414797500947874 1.1868662052168877 -0.04871584552167583 2.0574763935070317
 3509 10412 11 -0.10421823011045696 1.1870057083299967 -0.04871584552167582 2.0574763935070313
 3510 10416 11 -0.10424226253773981 1.1870090938188398 -0.04871584552167582 2.0574763935070317
 3511 10412 11 -0.10416332059827173 1.1871510808566528 -0.04871584552167581 2.0574763935070317
 3512 10421 11 -0.10423021010095587 1.1872389602426636 -0.04871584552167582 2.0574763935070313
 3513 10420 11 -0.10421781954684112 1.1873701527289113 -0.04871584552167582 2.0574763935070313
 3514 10422 11 -0.10423503767955433 1.187412985934301 -0.04871584552167582 2.0574763935070317
 3515 10423 11 -0.10435282616897552 1.1876465483375542 -0.04871584552167582 2.0574763935070313
 3516 10421 11 -0.10428839256276594 1.187641752006977 -0.04871584552167581 2.0574763935070313
 3517 10428 11 -0.1042246767459289 1.1876660347759542 -0.04871584552167581 2.057476393507032
 3518 10434 11 -0.10423854829968775 1.1877473433537091 -0.04871584552167582 2.0574763935070317
 3519 10433 11 -0.10422090278096623 1.1877516982698468 -0.04871584552167583 2.0574763935070313
 3520 10437 11 -0.10425198116867995 1.1876444115574574 -0.04871584552167582 2.0574763935070317
 3521 10436 11 -0.10427218361922258 1.187853016235882 -0.04871584552167582 2.0574763935070313
 3522 10440 11 -0.10432633621588402 1.187950088879869 -0.04871584552167582 2.057476393507032
 3523 10443 11 -0.10436302271169107 1.1879300082447317 -0.04871584552167581 2.0574763935070313
 3524 10448 11 -0.10436991092493626 1.1879148871716063 -0.04871584552167581 2.0574763935070317
 3525 10446 11 -0.10442924307707947 1.1880650948268678 -0.04871584552167582 2.057476393507032
 3526 10446 11 -0.10448589405752402 1.1881993550824201 -0.04871584552167582 2.0574763935070313
 3527 10452 11 -0.10461772437867814 1.188356669981167 -0.04871584552167583 2.0574763935070317
 3528 10455 11 -0.10475010180734369 1.1884668275779589 -0.04871584552167583 2.0574763935070317
 3529 10457 11 -0.10489608439725277 1.1886969334772055 -0.04871584552167582 2.0574763935070317
 3530 10448 11 -0.10490798354635282 1.1887971834839055 -0.04871584552167582 2.0574763935070317
 3531 10444 11 -0.10498959620528624 1.188957770870362 -0.04871584552167583 2.0574763935070317
 3532 10441 11 -0.1049163863828395 1.1890554482629365 -0.04871584552167582 2.0574763935070313
 3533 10438 11 -0.10500300490870348 1.189032371067312 -0.04871584552167581 2.0574763935070317
 3534 10442 11 -0.10494487246615655 1.189021627516681 -0.04871584552167582 2.0574763935070317
 3535 10442 11 -0.10505759737476301 1.1890593396789808 -0.04871584552167581 2.0574763935070313
 3536 10444 11 -0.10500212634988898 1.1891535525745625 -0.04871584552167582 2.0574763935070317
 3537 10444 12 -0.1050481313095211 1.189273880705823 -0.06949441118313204 2.042718688016246
 3538 10441 12 -0.10500253228263037 1.1894013824291638 -0.06949441118313206 2.042718688016247
 3539 10440 12 -0.10505650781028714 1.1895037659223442 -0.06949441118313203 2.042718688016246
 3540 10440 12 -0.10505138103221431 1.189510031136725 -0.06949441118313204 2.0427186880162465
 3541 10438 12 -0.10510247371848382 1.1896524822510524 -0.06949441118313206 2.042718688016246
 3542 10433 12 -0.10515942665993237 1.1897737943622566 -0.06949441118313206 2.042718688016246
 3543 10434 12 -0.1052502188286389 1.1900296227484508 -0.06949441118313204 2.042718688016246
 3544 10433 12 -0.10529503401480753 1.1900262818506362 -0.06949441118313206 2.042718688016246
 3545 10437 12 -0.10529376371673227 1.1901759923669637 -0.06949441118313203 2.042718688016246
 3546 10443 12 -0.10529049447087117 1.1902129257460121 -0.06949441118313203 2.042718688016246
 3547 10446 12 -0.10531920999227483 1.1902676345542622 -0.06949441118313206 2.042718688016246
 3548 10452 12 -0.10541581163895629 1.1903770893679078 -0.06949441118313206 2.042718688016246
 3549 10452 12 -0.10538924056202342 1.1903531708224377 -0.06949441118313204 2.042718688016246
 3550 10446 12 -0.10546056424492119 1.1904285870486822 -0.06949441118313206 2.042718688016246
 3551 10448 12 -0.10547677817765096 1.1905402405076615 -0.06949441118313208 2.042718688016246
 3552 10453 12 -0.1055274881708831 1.1909069767612055 -0.06949441118313204 2.042718688016246
